,message,hate_speech
7708,"Hell, i tend to not give a tinker 's darn if my friends ' ocasionally ' smoke weed .",0
7709,Just lay of the crack and ecstasy .,0
7710,"Stay White , Stay Healthy For The Fight",0
7711,if he 's a coke addict - try to find out where he gets the coke from and rat him out .... you will be a hero and can have your own party while all the nigs are behind bars,1
7712,"Well, you should .",0
7713,The strength of our race is in the depth of love and care it shows to its own people .,0
7714,"Hello, I 'm Mike , I 've been reading these board for some time now and finally got around to registering .",0
7715,"I live in Georgia , namely the metro-Atlanta area so naturally im surrounded by monkeys .",0
7716,I 'm 16yrs old and the only person in my family who seems to believe in preservation of our race .,0
7717,Once again ..,0
7718,Hello !,0
7719,Im not sure of a site but those stats are from `` The Color Of Crime '' book .,0
7720,If u search on yahoo ( ya-jew ) you can find it .,0
7721,I just tried to get on the site and it stated Account has been suspended .,0
7722,"I hope Labrat can get it back , I liked the site .",0
7723,Never mind post .,0
7724,Site is back on line .,0
7725,Did anyone realize what I said in my post about my daddy shooting me with my hand on the dial of a MTV station was a JOKE ???? 88 Crissy,0
7726,hi school is a zoo and suck i hate my school to but white trash is some one who is a race mixers or a w * * * * * * white power at all times,1
7727,"Show us that your proud to be white , not black .",0
7728,The last thing we need is for whites to start talking ebonics .,0
7729,Seig Heil - Andrew,0
7730,I'm not sure if you all have heard of this before or not but the other day my friend told me that he heard soon the government will require us to have an ID chip put under our skin on our hand .,0
7731,I think this would just be a tighter grip the ZOG would have on us .,1
7732,What do you all think ?,0
7733,Goals??,0
7734,Well I do n't have very specific life plans like aclemfaalthat replied BUT I do have goals ! 1 .,0
7735,Learn how to swim !!! 2 .,0
7736,Graduate from College ( 2 years left woo hoo ! ) 3 .,0
7737,"Join the Air Force ( Something I have in common with aclemfaal , small world ) 4 .",0
7738,Travel through the USA 5 .,0
7739,Travel abroad ( Something I have never done ! ) 5 .,0
7740,"THEN later on , IF I find my soul mate , marry and have a family .",0
7741,"Of course , none of this is set in stone .",0
7742,But there are so many things I want to do and see-I want to live my life to its fullest .,0
7743,"I guess it makes sense for them , but they will eventually have to decide whether Jesus was Black or Christianity is false : from their perspective both ca n't be true .",0
7744,That was my conclusion .,0
7745,"And for all those negroes out there , history starts with the written word .",0
7746,"Before the coming of Whites to Africa , there was/is no history .",0
7747,This is a new version that has not been available before now .,0
7748,"New Intro , music leads in and out .",0
7749,Please keep seeding .,0
7750,Best to All !,0
7751,--David Duke,0
7752,"Dr. Duke , if we are ever able to form a white nation ( God willing we will ) I hope you will become our president .",0
7753,Ya I saw that and laughed myself sick over it .,0
7754,NOW ! some crap I have not seen before is the displays of passover crap in the stores before .,0
7755,FL that 's an old photo of last year .,0
7756,They were praying for rain .,0
7757,Coming out of the worst drought the country ever seen we must all thank God for the rain He send .,0
7758,Our dams are overflowing except for the Cape .,0
7759,Clearly there is a need for more alternative media in this country .,0
7760,Why not start one yourselves ?,0
7761,Seems like a great idea to promote our cause .,0
7762,These are the kind of stories that most of the time come out of India and Pakistan .,0
7763,God knows what would come out of Africa if only blacks could come up with investigative journalism .,1
7764,We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .,1
7765,I think he had a near death experience and saw where he is going and now he 's clinging to life with desperate tenacity,0
7766,"Food and water will obviously be very important , and the means to defend it What a defense force ... they are all haunted ... say hi to Casper in Upington , what a good soul",0
7767,I'm glad you can walk in those things .,0
7768,Last time I wore something even half that high I nearly broke my ankle and my neck .,0
7769,Here's a site that compiles news articles of white crime and degeneracy .,0
7770,I suppose it 's their version of SF 's News and Articles forum .,0
7771,White Watch,0
7772,That is the very definition of genocide .,0
7773,Is n't it interesting how genocide is a crime until it happens to Europeans ?,0
7774,"Rhodine van der Walt was shot and killed in her home in Kempton Park on Saturday night , 1 Feb 2014 by blacks .",0
7775,It is in the nature of Jews to desecrate traditions of all sorts and push our women to make fools of themselves .,1
7776,A good to start with one is Prodigal Genius written by John J. O' Neill .,0
7777,It can be read online here : http://www.rastko.org.yu/istorija/te...ell-tesla.htmlandhttp://www.scribd.com/doc/2683312/Pr ... n-Jacob-ONeill,0
7778,I wonder if Eddie has security guards present during his concerts or if he just relies on the overwhelming good will of the universe to keep him safe from the thousands upon thousands of screaming fans ?,0
7779,A has been from a genre called `` grunge rock '' AKA sheety music popular around 20 years ago I did n't like them then and now ... same consensus Pearl Jam - Jeremy - YouTube,0
7780,At the beginning of the movie they show that huge group mating scene where they line up the men and women .,0
7781,I think ' Liberals ' would promote that type of mating because only randomness in your line determines your mate and not any other factor .,0
7782,"I will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the jews have got in the white genocide to people .",1
7783,So then what caused the booms and busts BEFORE the FED was put into place and we had a bimetallic based money ?,0
7784,I want to know what there is to `` investigate '' since no crime was committed .,0
7785,The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,1
7786,WEKU,0
7787,"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?",1
7788,"Pretty soon , there 's not going to be anywhere left to run .",0
7789,I guess whites will either have to start fighting back or be slowly exterminated .,0
7790,"I do n't watch any movie that is made for blacks or has a black in the lead roll and I ca n't find humor in the black race with all of the crime they comit against the white man , to hell with them .",1
7791,I cant stand this guy and hate it when i meet whites and they say how funny they think he is o.k. take away the anti white jokes for a minute the guy just aint funny at all it just blows my mind how they have some talentless black fool in films but you will never see a untalented white basketball player .,0
7792,"In this newest video I am posting it is relevant to this particular thread at 3 : 55 mark , though I suggest watching the WHOLE THING !",0
7793,Share and prepare !,0
7794,YouTube - Multicultural Enrichment ( stop violence ! ),0
7795,Remember people it is our DUTY to spread Dr. Dukes excellent videos far and wide .,0
7796,There is no time like the present .,0
7797,"I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....",1
7798,"We have two things wrong here , Mexcicans in a White homeland and a Pizza company sending a female in harms way .",1
7799,I read in the paper today that they are `` concidering '' hate crime charges .,0
7800,I would love to ask `` whats to concider ?? '',0
7801,Maybe they are unionized .,0
7802,Maybe they are not so uneducated and knows about their fate .,0
7803,Is it in your job contract to go to death to save the World ?,0
7804,"It makes me laugh every time the liberals complain about mugabe 's failed state , as their the very people who helped create it .",0
7805,"Good going libtards , you ruined Rhodesia .",1
7806,Wonder if food stamps would cover s * * t for them in America and we could not have a food shortage of real food ?,0
7807,"I was up late watching tv and there it was on CNN , Click on the link Video - Breaking News Videos from CNN.com",0
7808,At this point I will assume the media is lying about everything other than a Negro being arrested for his murder .,1
7809,Watch for child and interracial porn to be found among the ashes .,0
7810,"Let's hope he 's right , and that the heads of the Marxist elites currently ruling Europe start to roll .",0
7811,It 's time to sharpen long knives .,0
7812,I wonder if this guy still thinks the Jews are a good thing after the Jews just tried to start a war between NATO and Russia ?,1
7813,The billboards around town speak volumes .,0
7814,The white candidates for sheriff do n't show their picture .,0
7815,The black candidates proudly show their picture .,0
7816,"There 's one billboard that has the candidate , two black supporters , and Congressman Steve Cohen .",0
7817,Cohen is shameless .,0
7818,The black churches show all black faces on their billboards .,0
7819,The white churches ' billboards look like lunch break at the UN .,0
7820,"There 's one up now for what used to be a white church that shows two couples - white/Asian , and White/Mexican .",0
7821,They will never acknowledge it no matter how much proof you have .,0
7822,"In school they teach that if it makes black people look bad , then it did n't happen .",0
7823,Has anyone been able to locate a clip or photgraph of the father ?,0
7824,"I asked for this on another thread , but was subjected to untelling rudeness .",0
7825,I can honestly say that I have smoked weed and drank as a kid with many groups of WHITE guys and nothing like this EVER came close to happening !,0
7826,But I guess if something like this would have happened it would 've been my fault right ? ............................,0
7827,The filthy ape gave the horse an infection .,1
7828,These `` black people '' have the nerve to call themselves human. . .,1
7829,This article should reinforce in our minds WHAT we are dealing with .,0
7830,"In our area , they 've pretty much stopped showing mug shots of Negroes like this : Whites have to go on the names to figure it out .",0
7831,"You make it sound so romantic , more like a bunch of sickos sacrificing a child in pennance for the sins they have commited over the last year so they can start a new year of muder and robbery with a clean conscience .",0
7832,Wow!,0
7833,"They gave the guy who posted that video some trouble , did n't they ?!",0
7834,Not one of them answered him properly !,0
7835,Even the forum of Local Government Ombudsman Watch are frightened to talk about the video .,0
7836,Look how they try to silence then refuse to speak to a new member who posted it in innocence .,0
7837,http://www.amv3.com/forum/viewtopic.php ? p = 5542#5542,0
7838,There's something so gross and such an assault on the senses as the sound of an European romance language coming from the mouths of savages ! . .,1
7839,I'm sure their failure to dig simple bloody pits for their ordure is our fault somehow .,0
7840,Maybe the ghost of King Leopold nicked all their shovels .,0
7841,http://www.cbc.ca/storyview/AOL/worl...ts-050802.html My dads good friend left for Sudan about a week ago for a Bonb Disposal company on a three month assigment .,0
7842,"Oh, yes they will skin us alive if given the chance .",1
7843,I wonder if they 'll do the same with the juden ?,0
7844,"This is a good answer , and I 'd like to hear your thoughts on the black music , likable black guy scenarios .",0
7845,INTJ Introvert ( 11 % ) iNtuitive ( 38 % ) iNtuitive Thinking ( 38 % ) Judging ( 22 % ) You have slight preference of Introversion over Extraversion ( 11 % ) You have moderate preference of Intuition over Sensing ( 38 % ) You have moderate preference of Thinking over Feeling ( 38 % ) You have slight preference of Judging over Perceiving ( 22 % ),0
7846,"On that momentous day , this December 2012 : IMPERIUM EUROPA WAS LAUNCHED On The Sacred Island of Melita : At a Sacred Space , a Sacred Site , a Solar Temple : Pre-Christian , thousands of years old High ground greeting the Rising Sun Mystical Aura .",0
7847,"12 kindred Spirits , the best of the White Race : convened with unity of purpose : saving The Sacred Gene Pool .",0
7848,A Spiritual Transfiguration that will change Everything !,0
7849,"Formed aeons ago , as a vaporous state : HE-SHE .",0
7850,Gradually morphed into a Biological Aristocracy : Europids : The Sons of the Aryan God .,0
7851,"In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .",1
7852,"A Glorious Future for us Europids , is now ushered : Kritayuga : The Golden Dawn .",0
7853,"Lords of the Planet , the Solar System and the Beyond .",0
7854,Hail The Imperium !,0
7855,Hail Imperium Europae !,0
7856,Hail The White Race ! 26.12.2012 New Right Conference - London 2012 - YouTube,0
7857,"The French and Russians should speak their own native languages , but French and Russian schoolchildren should learn German at school instead of English .",0
7858,Very good I like this WE all play a role as part of the White nation .,0
7859,If we dont band together as is lost. let every white play his role in the big picture !!!!,0
7860,I recently bought a book from here and it was very fast shipping and great quality .,0
7861,"It 's a nationalist site as well , maybe give them a try !",0
7862,Invictus Press Home Page,0
7863,because they deserve at least a taste of it for helping the white liberals and Jews push it on us I do n't think we should allow it to destroy them though .,1
7864,This is why libtards and Jews call us white supremacists and get away with it .,1
7865,"White nationalism is not about superiority , it 's about the 14 words .",0
7866,No wonder Black dudes go for White chicks - they only have to punch them a few times to knock them out !,1
7867,With Black girls it takes a baseball bat - who carries a mu-ff' in baseball bat on a date ??,1
7868,I'm looking forward to seeing the western media 's apartheid twist on this story whilst they ignore the racist pension and land reform and genocide .,0
7869,Dr. Duke really drives into the nerve center of communism in this video clip .,0
7870,It is just outstanding .,0
7871,YouTube - Broadcast Yourself .,0
7872,Has anyone watched the Vice Channel 's guide to Liberia ??,0
7873,Check out the whole series ..,0
7874,Wow ..,0
7875,& #x202a ; The Vice Guide To Travel - Liberia - Part 1 & #x202c ; & rlm ; - YouTube,0
7876,Put that fat Black idiot to work and she would n't be smirking at Whitey and playing stupid for the camera at her welfare review hearing !,1
7877,"Better yet , make her the poster child for Black Resettlement ! Spending her days digging for grub worm dinners would actually be good for her .",1
7878,YouTube - Black guy throws baby into traffic YouTube - White girl gets beat up by black girls in front of the bar YouTube - African American flash mobs terrorize Philadelphia yet again YouTube - 6 Black Women beat latino girl for bad karoke,0
7879,The kind of savagery against females that has become expected from negroids in todays society ...,1
7880,YouTube - Authorities release video of detention officer assaulting EDIT : I actually thought the attacker was a male negroid until I just read a report on it on New Nation News .,0
7881,Turns out it 's a female negroid assaulting the White woman .,0
7882,http://www.newnation.tv/forums/showthread.php ? t = 207286,0
7883,"YouTube - Black mugger sentenced to 75 years in prison for hate crimes against elderly women YouTube - Cop 's mace vs black guy 's kung fu YouTube - African American man sprays semen on white woman in supermarket YouTube - White guy beaten nearly to death by Blacks for dating a Black woman , no hate crime there YouTube - Broadcast Yourself .",0
7884,The goal should be to run them the hell out of the country .,0
7885,OSLO TURNING INTO A MAJOR CRIMINAL MUSLIM MECCA,1
7886,"If Jews are also apart of the minority group , then does n't that make Tim Wise 's book , `` White Like Me '' moot ?",0
7887,Dr William Pierce .,0
7888,Dreaming of a Future World ( Full Version ) - YouTube Dr William Pierce .,0
7889,Vision of a Future World Pt 2 of 2 - YouTube,0
7890,Excellent book I have read it several times and after reading this thread I think I will read it once again its well written and a good introduction into what is happening to our people.God Bless David Duke !,0
7891,I was really worried about this one because I thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing ....,1
7892,Texas Marine dies defending his wife in French Quarter He was fatally stabbed after a formal Marine Corps ball Marines mourn sergeant stabbed in French Quarter | National | Chron.com - Houston Chronicle,0
7893,"My Spanish teacher told us Hispanic just means Spanish speaking , and she is white so i dont know why she would lie about it .",0
7894,But maybe she was just mistaken .,0
7895,"There is nothing I would love to see more than the arrest , trial and execution of these murderous and genocidal Zionists !",1
7896,Who says this is an undeclared war ?,0
7897,I think the statistics speaks declaration ....,0
7898,Please watch your six brothers and sisters we are all targets to some degree .,0
7899,you could easily describe democracy as the destruction of the whites. at least national socialism cared about it 's own people rather than others .,0
7900,I never came to this sight trying to create a disturbance .,0
7901,I 've only recently came to new conclusions ; or found old ones .,0
7902,"I'm 22 years of age and I plan to have 3-4 kids but I do n't feel I can be a father now , I will start have my kids around age 27 .",0
7903,According to the 2005 Census Data from HERE : Non-Hispanic Whites = 66.8 % Hispanics = 14.5 % Blacks = 11.9 % Asians = 4.3 % American Indians = 0.7 % Pacific Islander = 0.1 % Other = 0.3 % Multiracial = 1.4 % Total = 100 %,0
7904,It used to be the churches in your own community would take care of people facing hard times ...,0
7905,The churches also used to operate hospitals .,0
7906,"May I ask , how then do you describe a typical Georgian appearance ?",0
7907,Are the inhabitants of this village perhaps not ethnic Georgians ?,0
7908,Rusya is typical Hutsul 's girl .,0
7909,"In Galicia & Bukovina , in Moldova & Romania , in Balkans & Greece we can see many people looks like her .",0
7910,"I do n't think she is mongoloid , but it 's big question if she 's White ...",0
7911,( Sorry for bad English ),0
7912,"Projects from 1800s early 1900s Project of the State Duma ( Contest of 1905-1906 ) , by Vladimir Vasilyevich Suslov ( July 25 , 1857 August 1921 ; Владимир Васильевич Суслов ) Country House Church , by M. Kuzmin Country House Project of Tsar 's Pavillion in Polytechnic Fair in Moscow , 1872 , by Dmitry Nikolaevich Chichagov ( September 3 , 1835 July 4 , 1894 ; Дмитрий Николаевич Чичагов ) ?",0
7913,"Belfry Country House Skating-rink Country House , detail Country House , by Kuzmin Country house , by Lygin",0
7914,This boy is not tatar-looking .,0
7915,"I know , how Tatars look like - I see them almost every day on the streets .",0
7916,"He is not nordic of course , but he is white .",0
7917,Whiter than Armenians for sure .,0
7918,"I was realistic in the first post on this thread ( page1 ) , now this , this is the sexy part of our country .",0
7919,I've seen some other nationalities ones in the world as well .,0
7920,For most of them it 's call of their own soul and not economical mean only,0
7921,True.,0
7922,But the worst thing is the americans and the britons wants yet to make see Basayev like a freedom hero !!,0
7923,"As i always said before , there is just too much animosity over the last 200 years for that to occur .",0
7924,2508,0
7925,"They are of Mediterranean type , it 's normal because of the temperature to have darker pigmentation , than fellow whites from western and northern Europe .",0
7926,"It is amazing to watch the newscasters report on all these cases , yet never make a connection .",0
7927,"Two days , two perps killed .",0
7928,"This one is within jogging distance : Police Shoot , Kill NY Fugitive In Jax Man Shot Several Times In Hail Of Gunfire POSTED : Friday , February 11 , 2011 JACKSONVILLE , Fla.",0
7929,-- A man wanted for attempted murder in New York City was killed Friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a Regency Square-area apartment to arrest him .,0
7930,The U.S. Marshals Service said Barion A. Blake was killed about 12 : 30 p.m. at The Colonnade at Regency apartments in the 900 block of Monument Road .,0
7931,http://www.news4jax.com/news/26834699/detail.html#,0
7932,"Elmira, N.Y.",0
7933,- The case against the Elmira man accused of strangling and stabbing his pregnant ex-girlfriend moved one step forward Friday morning .,0
7934,Loved ones stood together at Chemung County Court to watch 35 year old Arteamus Wells appear before Judge James Hayden .,0
7935,"Wells is accused of killing 19 year old Erin Jade Smith on December 6 , 2010 .",0
7936,Man Accused of Murder Back in Court - WETM 18 Online Erin Jade Smith Obituary : View Erin Smith 's Obituary by Star-Gazette * * * * * * * * * * * * * * * * * * * * * * * Assumed Deceased : Danielle Brown--FL--02/05/2010,0
7937,Africa is a hole area of natural resources and only made mud huts from it ... what wild life are able to make even better huts ie birds,1
7938,for all of you > > > > > serbian chetniks with german soldiers during ww2 so stop telling lies that all serbians chetniks was against nazis german soldiers,0
7939,"MEMPHIS, Tenn.",0
7940,"- A Memphis teen is behind bars , charged with kidnapping and raping a 15 year old girl .",0
7941,"Police say 19-year old Tyrus Shields threatened the victim with a knife on October 21st , then assaulted the girl twice .",0
7942,Memphis Teen Charged with Rape | My Fox Memphis | Fox 13 News,0
7943,"Killer of woman , child in Oak Cliff gets death penalty | News for Dallas , Texas | Dallas Morning News | Dallas-Fort Worth Crime News | Dallas-Fort Worth News",0
7944,It is a good language to learn and is related to all other Slavic languages .,0
7945,Slavic peoples make up some 34 % of European population .,0
7946,"Yeah, Swamp soccer is the real sport ... beer , naked men , men in flower dresses Actually , I was planning to attend with a girl team one year ... unfortunately it didn ´ t happen YouTube - Swamp Soccer - Finland",0
7947,Another example of affirmative action gone bad !,0
7948,"June 6 , 2010 6 : 20 p.m. EDT See full article : Mississippi man faces sixth capital murder trial in 1996 shootings - CNN.com",0
7949,Exposed man charged with risk of injury Found with child in car Just another day in da hood ....,0
7950,"Oh yeah , no mugshot picture on the page of course , you have to watch the video report to find out it was yet another case of TNB .",1
7951,"+3 3 related images One of Savannah 's Most Wanted Captured 2nd Marine in charged in Las Maracas shooting WNCT - George Crocker - 52 minutes ago 21 year old Erwin Rodriguez , Jr. of Camp Lejeune is charged with one count of Assault with a Deadly Weapon with Intent to Kill Inflicting Serious Injury by ...",0
7952,She had 7 other kids living in the apartment .,0
7953,The boy had scars and burn marks from head to toe .,0
7954,Look who her partner was : Steve Hamilton,0
7955,Is that couple in the second picture with the dark yellow background an Asian female with a White male or is it something that looks like it designed to send the same message ?,1
7956,"Advance Auto Parts on their store poster features a black male and white female counter clerks.One of the most widespread examples of race mixing is your local and national news anchor teams , almost always a black male and white female .",0
7957,You need to post less and learn more .,0
7958,"Until you do , anything that you write is worthless to read .",0
7959,Consider yourself ignored .,0
7960,"If you are looking for such kind of music , then be sure to check out the following bands : ( PS : I 'm not very good at describing music-styles , but * * * * , I 'll give it a try ! )",0
7961,Agent Bulldog ( Sweden ) - Oi !,0
7962,Heroes In The Snow ( Sweden ) - Rock & Roll Midgards Søner ( Sweden ) - Oi !,0
7963,Mistreat ( Finland ) - Oi ! ( This band is great !! ),0
7964,Norhat ( Norway ) - Metal/Oi !,0
7965,Norske Legion ( Norway ) - Oi !,0
7966,Odium ( Sweden ) - Oi ! ( This is one my favourites ...,0
7967,... ),0
7968,Saga ( Sweden ?? ) - Various Ultima Thule ( Sweden ) - Various There are plenty of other bands .,0
7969,Try buying some of the `` Carolus Rex '' compilations .,0
7970,They contain songs from many ballbreaking bands .,0
7971,Hope you will find what you are looking for .,0
7972,Take care !,0
7973,"Yours , Rebel",0
7974,Perhaps you should x2 the number of mods so this pathetic situation can be fixed .,0
7975,A better board is going to be more likely to recieve donations .,0
7976,I need something translated but I would settle for a `` live '' internet sports channel that carries lithuanian or latvian sports .,0
7977,Please pm me or post here .,0
7978,Well I do hope that he will not get the PM position ... neither do I want SV nor AP in the government ...,0
7979,"Well, my whole jist of this time was to say that Norwegians are those whose kingdom is the most northerly and therefore the most nordic , as they have been referred to time after time again .",0
7980,2508,0
7981,``Tuleistu minu kõrvale '' ?,0
7982,Or just say as You remember it and I 'll say if it 's correct .,0
7983,"26155 Yes , our languages really are beautiful , at least I think so .",0
7984,And they are more than suitable for singing ( when talking about singing ... ),0
7985,It was ' National Song and Dance Festival ' in Estonia today and yesterday .,0
7986,21325 white Estonians singing patriotic and just beautiful songs .,0
7987,Around 5 % of Estonians singing on one stage .,0
7988,Antoher 1500 singers from other countries were here also ( mostly from Finland ) - and I only saw 1 black and 1 asian there .,0
7989,"Funny part was that just when they were singing the only song that was in English , it started to rain and lighting bolt striked into TV antenna that was up just next to the stage - it was blackout for 1 minute and picture came back just when they were finishing that song .",0
7990,What happened was that Vanemuine ( God of songs and games ) did n't like Estonians singing in English and sent Taara ( God of thunder and lighting ) to do something about it Sorry about the off-topic but I just had to post it somewhere and did n't want to make new topic for that .,0
7991,That has been proven many times over by the Jew media in the U.S !,0
7992,Their lies are so thick and many that people do n't see the truth when it is in front of them !,1
7993,Does anyone have a digital camera that could post some pictures of typical public places in any part of scandinavia so that I and others may see the racial makeup of present day scandinavia ???,0
7994,Thanks in advance .,0
7995,"Does anyone know where i can get backgrounds and stuff , with a white nationalistic look for winxp ??",0
7996,Like This [ img ] Documents and SettingsBlueGuardSkrivebordNy Bitmapbillede.JPG [ /img ],0
7997,"The israeli prime minister says that he thinks this is a part of the growing anti-semitism in europe , but that statement is a part of the growing anti-scandianavism in israel !",0
7998,"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !",1
7999,"Bottom line is , waht are the ethnic breakdowns of each immigrant group admitted for the latest year available , if anyone knows ? diablo",0
8000,Thats what I tried to tell those nuts over on the health a fitness thread and was attacked for it in post ????,0
8001,Thank You for Proving What I said,0
8002,I'm back and I hope that Teárlach is too or at least that JJT brave enugh to tell me who did it .,0
8003,They sometimes ride the ice south ... they turn up in Iceland once in a few years and I think they are common in Svalbard with its frozen sea .,0
8004,"Words of old wisdom , `` proverbs '' : `` Paljon puhetta , vähän villoja '' - ( context : shearing ) `` Lot ´ s of talk , few of wool '' ( meaning : shut up and do your work ) `` Missä paljon puhetta , sieltä totuus kaukana '' - ( context : universal ) "" , Truth is far away , where there ´ s much speech "" ( meaning : blabbering for vanitys sake is not only useless but also a sin )",0
8005,"Don't smoke , do n't drink , do n't chew gum , try to eat little sugar , little artificial ingredients , little sweeteners and preservatives ; healthy and pure , like it should be .",0
8006,If that number is correct then it is impressive .. those men were heroes and patriots who faught for our way of life against red army .,0
8007,Does You do n't know anything about that person except what they themselves have chosen to tell sound familiar ?,0
8008,"Without knowing it yourself , you have judged me .",0
8009,And there you have it .,0
8010,that prince who married that asian is a freak. imagine his half and half kids growing up and trying to marry into other royal families,1
8011,"how could you have a debate with a nigerian woman ! pity i was listening in , should have been a good laugh listening to that person trying to hold a civilised conversation",1
8012,cant seem to find it where abouts on the site is it ? all i can get is the thing on football hooliganism,0
8013,I have two photos on my phone and I do n't know how to upload them at the moment .,0
8014,I 'll have a look around and try and get them up for people to see .,0
8015,We're letting these creatures flow openly through our air and sea ports and not performing so much as a background test on them .,1
8016,"if they ban your account on board all you have to do is clear your internets temp files and history folder and you can sign up again. just a press of a button , no need for a proxy",0
8017,I looked up his mothers maiden name and it 's Dunham according to my sources .,0
8018,Dunham is an English name .,0
8019,It was carried to Ireland by English Invaders who came to where they were n't wanted to steal Irish land and Irish lives .,0
8020,Looks like Obama has lived up to his legacy .,0
8021,"This is an absolute disgrace , they think they are entitled to everything on a plate and that is out of order .",0
8022,When I was a kid I cut his grass for a few quid ; I found a s * * t load of cans in his shed so I ran off and got p * * * ed : I don t feel so bad about nicking those cans now .,0
8023,The reality is that the White race is a minority race .,0
8024,It 's amazing how the media spin can make it seem other races are minorities when they vastly outnumber us .,0
8025,"They do it because they know it pisses the whites off , by showing disrespect as such for other people shows they have no respect for themselves .",1
8026,"What gets me is in absolutely no way would I behave in such a fashion in a foreign country , that is totally disrespectful .",0
8027,YouTube - Honesty - Trevor ( Made in Britain ) YouTube - THE DEAD NAZI MARCH YouTube - Ich hatt ' einen http://www.youtube.com/watch ? v = 8U9Sh91htIA Kameraden YouTube - Cross of iron movie intro,0
8028,I think the circumstances surrounding his death are very suspicious .,0
8029,"He was despised by the EU as was a nationalist and therefore stood for everything that the EU was against. ie. pro family values , proud of his culture etc .",0
8030,Hopefully his death will boost support for nationalist groups in all white lands .,0
8031,I never attacked you and i am not your son plus i dont care what you done.P M if you have a problem,0
8032,"Would the gentleman kindly tell us , can wogs be Irish ?",0
8033,Are ira fighting for WHITE Irish exclusively and a WHITE future for Ireland or is it all the same to them ?,0
8034,Yeah Das Boot was great got it as present for Christmas .,0
8035,At least the Germans in these movies dont speak English with an American accent like in the old WW2 movies .,0
8036,Does Ireland have a party that is similar to our BNP in the UK ?,0
8037,"Being a smaller country , Ireland will quicker fill up with ethnic scum .",1
8038,Do you think the writer of Planet of the apes was trying to tell us something ? btw its a serious question .,0
8039,http://www.youtube.com/watch ? v = w-yIU ... elated & search =,0
8040,One the Chinese get there teeth into a country that s it they take over .,1
8041,The gas thing is there so strict on Immigration in China,0
8042,I now only go into the city when i have to and i had to yesterday and I could not belive what has happend in there .I think i must have seen every peice of dirt from every corner of the globe in there it was horrible .,1
8043,Dublin has had it !,0
8044,Islam is a false religion however unlike some other false religions it is crude and appeals to crude people such as arabs .,1
8045,The only way to stop it and its followers from spreading is to join a White unity organization and not support democracy by not voting .,1
8046,To think that such a great Christian nation as Ireland has an Islamic Foundation is sickening .,1
8047,Its one of the last places you 'd expect this,0
8048,McCourt the brother of that lier who wrote that book full of lies is running on a gay anti war platform in New York.From a video of his speech the Limerick blogger has it on youtube .,0
8049,Quite the opposite in fact .,0
8050,"I have just dispatched a PM to a nember of staff politely suggesting that this forum would be more properly renamed Brentworld , Potato land , the Orange playpen , trollsville , Paisleyland , Londonstormfront , `` Ulster Scot '' Pixie-land , Smilie City ..",0
8051,"I got a pm from him in which he cliams to write for the Sunday Independent 's Life magazine , enough said",0
8052,go to www.limerickpost.ie . the story here is typical lies the black is laughing all the way to the bank and he did rob the man .,0
8053,"Thats exactly what he means and what they are doing , it has happened to every white nation and we are no different .",0
8054,We will become a melting pot like our other sister countries in Europe .,0
8055,Hails,0
8056,They are a good example of people who are brainwashed .,0
8057,They speak the Irish language because it 's their culture but are brainwashed into thinking that it 's ok to destroy our race .,0
8058,"http://www.belfasttelegraph.co.uk/ne...p?story=655156 And the usual loyalist reaction and freedom to Nationalists is to attack the Harryville Catholic Church and hold pickets while people pray inside if the parade goes ahead , and give abuse and threaten and attack Catholics in Ballymena .",0
8059,4,0
8060,"sorry mods , i posted this twice by mistake so you can kill this thread and leave the other as i cant seem to be able to delete it .",0
8061,2508,0
8062,Residents against racism has organised a march or demonstration ( whatever ) to keep these killers in ireland and bring in more .,0
8063,2508,0
8064,"God only knows , these people have no respect for ANYTHING not even their own .",1
8065,That is where we people differ ..,0
8066,Hails ~,0
8067,"wonder what anyone thinks of this for a logo , gaelic guard , garda gaelach Green for Ireland , four stars for the four provinces , on a white field for obvious reasons 2508",0
8068,Of course if people would stop going to these places then they would never be able to earn enough money to start up foreign cesspits in Irish towns .,0
8069,"I do n't have a problem with English working or living in Ireland , maybe it was your personality that was the problem .",0
8070,"I've taken to call myself either `` European '' , `` half-Irish '' , or `` Irish-American '' .",0
8071,"When I hear the term `` American '' , I think of yahoos who are every color of the rainbow and who start wars in the Middle East for Israel 's benefit .",1
8072,Aragorn,0
